id,dam_name,geo_region,res_sed_rate_m3,drainage_sqkm,year_comp,utm_x,utm_y,year,stor_cap_m3,2020,%  capacity remaining
897,PRIEST,SN,96.74021986,6.24,8402,740799.8983,4187128.883,1923,2898682.7,2840130.368,97.98003653
900,PUTTS LAKE,SN,96.74021986,0.36,5845,699372.2928,4351113.014,1916,307137.018,303500.6542,98.81604508
902,QUAIL LAKE,SN,96.74021986,1.01,9498,745411.0734,4328352.235,1926,86343.74,77575.72547,89.84522268
904,QUARTZ,SN,96.74021986,0.3,28491,726646.1385,4199683.597,1978,1850223,1848976.014,99.9326035
907,RALSTON AFTERBAY,SN,96.74021986,1111.11,24108,695270.8361,4319357.646,1966,3453749.6,2379733.496,68.90289602
915,REBA,SN,96.74021986,1.99,23743,757948.6508,4262085.396,1965,296035.68,285594.9156,96.47313986
917,RED LAKE,SN,96.74021986,5.18,8767,763656.0955,4287642.388,1924,1739209.62,1691290.477,97.24477472
920,REDBANK,SN,96.74021986,40.3,22647,805112.5462,4079052.493,1962,1356830.2,1157229.017,85.28915537
922,REDHAWK LAKE,SN,96.74021986,6.48,1/1/1882,719130.6764,4244457.546,1882,3404410.32,3318067.046,97.4637818
924,REID,SN,96.74021986,5.13,25204,722996.0198,4241786.755,1969,86343.74,66771.68445,77.33239775
925,RELIEF,SN,96.74021986,63.48,3654,785900.0344,4241730.734,1910,18652714.8,17982119.84,96.40483989
927,RESERVOIR A,SN,96.74021986,2.41,26665,749365.3326,4349217.888,1973,222026.76,211398.0347,95.21286296
932,RHINEDOLLAR,SN,96.74021986,45.58,9863,831208.4696,4205099.014,1927,923878.018,737473.7704,79.82371656
940,ROBBS PEAK,SN,96.74021986,44.03,23012,726340.8806,4313894.207,1963,37004.46,12429.26511,33.58855963
945,ROCK CR NO 2 DIV,SN,96.74021986,63.46,,641286.0946,4420716.603,?,204758.012,204758.012,100
946,ROCK CREEK,SN,96.74021986,6.21,5845,665525.0779,4312384.933,1916,678415.1,618086.3522,91.10739902
947,ROCK CREEK,SN,96.74021986,1.4,11689,696894.222,4312179.41,1932,41938.388,31734.70034,75.66981435
948,ROCK CREEK,SN,96.74021986,4403,18264,646712.6724,4427481.312,1950,5748026.12,2714736.636,47.22902401
950,ROLLINS,SN,96.74021986,269.36,23743,676895.297,4333729.174,1965,81409812,80240966.45,98.56424487
951,ROSS,SN,96.74021986,3.42,1/1/1895,717852.1405,4221470.767,1895,123348.2,87272.78937,70.75319249
957,ROUND VALLEY,SN,96.74021986,5.83,1/1/1877,632030.0366,4436834.978,1877,1414803.854,1335195.513,94.37318884
963,RUBICON,SN,96.74021986,68.48,23012,740646.2752,4318946.492,1963,1788548.9,1476684.479,82.56327123
965,RUCKER LAKE,SN,96.74021986,3.63,1/1/1871,701907.0399,4358767.876,1871,764758.84,722054.2257,94.41593715
968,RUSH CR MEADOWS,SN,96.74021986,39.89,9133,836584.9151,4184932.738,1925,6509084.514,6149412.743,94.47431093
970,RUTHERFORD LAKE,SN,96.74021986,1.04,20090,820645.125,4167250.866,1955,244229.436,237722.8494,97.33587124
974,SABRINA,SN,96.74021986,39.11,2923,889484.2321,4127180.334,1908,10331645.23,9911830.917,95.93661701
975,SADDLEBAG,SN,96.74021986,11.66,7672,827558.0858,4208287.562,1921,12074555.3,11962274.92,99.07010754
977,SALT SPRINGS,SN,96.74021986,437.71,11324,742879.5563,4264577.763,1931,175031095.8,171510806.4,97.98876346
978,SALT SPRINGS VY,SN,96.74021986,51.88,1/1/1882,696611.8914,4210936.276,1882,13444953.8,12760236.61,94.90725518
982,SAN DIEGO RES,SN,96.74021986,0.16,1/1/1860,729228.9591,4212157.706,1860,49339.28,46886.0949,95.02792683
998,SAND CREEK,SN,96.74021986,68.12,29221,837296.7144,4063775.951,1980,1295156.1,1082716.732,83.59739275
1008,SAWMILL LAKE,SN,96.74021986,48.17,3654,706529.2926,4368700.755,1910,3749785.28,3463739.511,92.37167605
1011,SCHADLER,SN,96.74021986,3.37,24473,742757.0918,4647234.318,1967,252863.81,236341.5338,93.46593875
1012,SCHMIDELL LAKE,SN,96.74021986,1.89,20090,742288.8601,4312515.941,1955,226960.688,215364.8044,94.8907964
1015,SCHUBIN,SN,96.74021986,1.19,18994,680432.936,4292354.3,1952,277533.45,269751.1993,97.19592335
1018,SCOTT LAKE,SN,96.74021986,2.59,9498,763857.686,4294686.666,1926,740089.2,716682.4834,96.83731142
1020,SCOTTS FLAT,SN,96.74021986,51.8,17533,678709.4389,4348946.517,1948,60440618,60076295.88,99.39722304
1027,SEQUOIA LAKE,SN,96.74021986,10.36,1/1/1888,857823.0816,4072763.398,1888,1689870.34,1560500.064,92.34436675
1028,SEWER STAB PD 3,SN,96.74021986,0.03,23377,664359.599,4305883.941,1964,49339.28,49174.33263,99.66568752
1029,SHAFFER,SN,96.74021986,4.35,24838,685499.2366,4286363.682,1968,136916.502,117727.9782,85.98523663
1031,SHAVER LAKE,SN,96.74021986,75.89,9863,828507.565,4117161.442,1927,166869145.4,166180528,99.58733092
1035,SHENANDOAH LAKE,SN,96.74021986,8.03,22647,690600.0706,4267051.642,1962,207224.976,169122.8385,81.61315385
1039,SHUGRU,SN,96.74021986,1.61,,707079.4696,4469433.19,?,240528.99,240528.99,100
1044,SILVER LAKE,SN,96.74021986,39.21,1/1/1876,750429.0167,4283697.11,1876,4736570.88,4208601.45,88.85334045
1046,SILVER LAKE,SN,96.74021986,2.59,2193,659301.7245,4424588.098,1906,801763.3,773393.3872,96.46156007
1048,SLAB CREEK,SN,96.74021986,1287.23,24473,700101.3119,4293935.738,1967,20475801.2,17186410.43,83.93522803
1049,SLATE CREEK DIV,SN,96.74021986,131.05,22282,667531.975,4386822.913,1961,793128.926,421231.9457,53.11014791
1051,SLY CREEK,SN,96.74021986,61.9,22282,661890.3744,4382815.971,1961,80238004.1,79880028.93,99.55385834
1055,SNOWFLOWER,SN,96.74021986,2.85,23377,707641.3884,4353920.484,1964,203524.53,195404.9112,96.01049624
1061,SOUTH FORK DIV,SN,96.74021986,100.75,22282,661452.9503,4390024.454,1961,108546.416,79753.58127,73.47417281
1066,SPRING,SN,96.74021986,7.43,25934,786903.8547,4119714.714,1971,187489.264,157652.1732,84.08597371
1067,SPRING VAL LAKE,SN,96.74021986,0.65,28856,637978.174,4430278.809,1979,92511.15,89956.73492,97.23880302
1069,SPRING VY RANCH,SN,96.74021986,0.62,21186,675549.7984,4329442.367,1958,74008.92,70378.5838,95.09473155
1073,STANISLAUS FB,SN,96.74021986,0.26,2923,731932.2614,4225192.286,1908,394714.24,391880.9318,99.28218749
1077,STEVENOT,SN,96.74021986,1.04,31778,719557.6729,4212446.949,1987,444053.52,440670.6503,99.23818425
1081,STOCKTON CREEK,SN,96.74021986,13.91,18264,768898.7482,4154299.199,1950,453921.376,371583.413,81.86074344
1085,STRAZA,SN,96.74021986,19.06,25934,675618.4396,4300388.979,1971,228194.17,195542.8964,85.69145147
1089,SUN RIDGE MEADOW,SN,96.74021986,1.04,,674638.7593,4318503.231,1990,102379.006,99405.8648,97.09594641
1097,SWAN,SN,96.74021986,12.12,24473,661340.3509,4333208.706,1967,678415.1,620260.7906,91.42791642
1106,TAMARAC LAKE,SN,96.74021986,1.3,1828,770070.7177,4278226.499,1905,493392.8,478987.7545,97.08041027
1107,TANNER,SN,96.74021986,6.53,21551,729619.9522,4234567.531,1959,152951.768,121025.6319,79.12666423
1109,TAYLOR LAKE,SN,96.74021986,0.93,10594,694623.8702,4447068.857,1929,468723.16,460524.2044,98.25078933
1115,THERMALITO DIV,SN,96.74021986,9427.6,24473,625155.8192,4378802.596,1967,16439848.1,6675062.201,40.6029433
1121,TIGER CR AFTERBAY,SN,96.74021986,932.4,11324,717925.8751,4256641.803,1931,4884588.72,3256679.68,66.67254639
1122,TIGER CR REGULATOR,SN,96.74021986,20.72,11324,722303.2514,4261574.606,1931,645111.086,491437.9715,76.17881356
1123,TIGER CREEK FB,SN,96.74021986,0.01,11324,720218.3914,4258000.038,1931,44405.352,44318.37917,99.80413885
1125,TIOGA LAKE,SN,96.74021986,8.42,10228,829633.8097,4204108.846,1928,1546786.428,1472991.748,95.22916166
1135,TULLOCH,SN,96.74021986,2514.89,21186,710798.1268,4194448.427,1958,84370168.8,83384351.72,98.8315573
1136,TUOLUMNE LOG POND,SN,96.74021986,27.97,4384,742193.8457,4204571.725,1912,148017.84,36380.82322,24.57867458
1139,TWAIN HARTE,SN,96.74021986,2.69,10228,741963.5832,4212340.391,1928,176387.926,153927.5345,87.26648016
1140,TWIN LAKES,SN,96.74021986,2.07,367,767192.4221,4277388.882,1901,1603526.6,1579644.233,98.51063479
1141,U KINNEY LAKE,SN,96.74021986,0.73,,776523.4442,4272335.066,?,404582.096,404582.096,100
1142,U SUNSET LAKE,SN,96.74021986,0.65,1462,771844.0361,4277360.608,1904,246696.4,239431.7983,97.05524616
1143,UNION,SN,96.74021986,38.85,732,762171.7232,4257592.565,1902,2466964,2053575.52,83.24302748
1144,UNION VALLEY,SN,96.74021986,217.56,23012,722256.4951,4304891.876,1963,283700860,282484596.5,99.57128665
1148,UPPER BLUE LAKE,SN,96.74021986,6.99,367,766386.3571,4279769.567,1901,9251115,9170261.498,99.12601344
1150,UPPER FEELEY LAKE,SN,96.74021986,1.81,1/1/1870,703504.5396,4363622.567,1870,962115.96,935913.8396,97.27661514
1155,UPPER MONARCH L,SN,96.74021986,1.14,1828,897542.8992,4043182.356,1905,387313.348,374700.0961,96.74339861
1159,UPPER PEAK,SN,96.74021986,1.71,1/1/1850,721331.0876,4353001.281,1850,2605113.984,2576914.802,98.91754517
1160,UPPER ROCK LAKE,SN,96.74021986,0.49,1/1/1855,705129.1387,4367367.736,1855,255330.774,247534.2716,96.94650893
1164,UPPER TWIN LAKE,SN,96.74021986,77.44,1828,819851.5481,4228920.475,1905,1850223,1154181.994,62.38069649
1168,UTICA,SN,96.74021986,41.83,25569,761553.5238,4258683.533,1970,2960356.8,2932333.038,99.05336538
1175,VERMILION VALLEY,SN,96.74021986,235.43,19725,855734.1166,4143290.217,1954,154185250,152670356.5,99.01748479
1178,VICINI,SN,96.74021986,1.3,29221,679133.8273,4259755.154,1980,185022.3,180035.0538,97.30451616
1181,VIRGINIA RANCH,SN,96.74021986,187.26,23012,645535.9873,4353808.592,1963,70308474,69776484.44,99.2433493
1182,VOLO MINING CO,SN,96.74021986,4.71,21186,684915.1952,4286535.162,1958,182555.336,174099.9191,95.36829925
1185,WALKER LAKE,SN,96.74021986,16.06,,837923.4259,4198887.094,?,666080.28,666080.28,100
1191,WASTE WATER STOR,SN,96.74021986,0.4,28491,678194.7004,4327281.084,1978,261498.184,259846.3214,99.36830821
1192,WEBBER,SN,96.74021986,24.35,8767,700839.3183,4287661.269,1924,1356830.2,1147696.791,84.58661894
1193,WEST POINT REG,SN,96.74021986,0.78,23743,689178.7466,4253323.218,1965,74008.92,69990.38609,94.57020328
1196,WET MEADOWS,SN,96.74021986,1.94,,772853.9119,4277580.254,?,555066.9,555066.9,100
1200,WHISPERING OAKS,SN,96.74021986,68.64,24838,755436.7704,4150727.36,1968,85110.258,33172.54746,38.97596863
1202,WHITE PINES,SN,96.74021986,30.56,25569,732421.2052,4238720.161,1970,323172.284,224719.6196,69.5355483
1203,WHITE ROCK LAKE,SN,96.74021986,2.95,1/1/1850,724550.4957,4366053.97,1850,712952.596,665126.9425,93.29188873
1209,WILLIAMSON # 1,SN,96.74021986,3.37,9498,679295.2093,4291403.248,1926,185022.3,156709.5232,84.69764091
1210,WILLOW HILL,SN,96.74021986,0.16,,660712.3432,4278793.575,?,154185.25,154185.25,100
1213,WISHON,SN,96.74021986,458.43,21186,858656.609,4102452.476,1958,145550876,143406135.5,98.52646677
1226,BEALE,SN,96.74021986,0,18994,643420.3526,4328049.808,1952,61674.1,61674.1,100
1227,BEAR,SN,96.74021986,186.48,19725,745443.3795,4139319.729,1954,9497811.4,8445118.346,88.91646707
1229,BEAR LAKE,SN,96.74021986,5.7,12055,775961.9992,4229161.793,1933,308370.5,264046.9479,85.6265265
1233,BLACKWELDER,SN,96.74021986,,22647,639717.8179,4333533.859,1962,98678.56,98678.56,100
1236,BOCA,SN,96.74021986,445.48,14246,750195.7944,4363689.804,1939,50708445.02,48959264.57,96.55051452
1242,BUCHANAN,SN,96.74021986,608.65,27395,767687.6686,4122969.095,1975,185022300,182367762.2,98.56528764
1243,BURNS,SN,96.74021986,191.66,18264,741288.6308,4139939.102,1950,8387677.6,7255667.986,86.50389693
1265,EMIGRANT LAKE,SN,96.74021986,28.49,11324,790547.0701,4230226.673,1931,1839121.662,1609154.445,87.49581274
1267,ENGLEBRIGHT,SN,96.74021986,2849,14977,649596.008,4344448.336,1941,86343740,79183562.94,91.70735821
1269,FAGGS DEBRIS,SN,96.74021986,0,1,656881.5521,4410657.458,1900,61674.1,61674.1,100
1272,FALLEN LEAF,SN,96.74021986,41.44,12420,754513.1876,4319196.917,1934,8387677.6,8047077.596,95.93928116
1275,FOLSOM,SN,96.74021986,4882.15,20455,660280.8692,4285816.177,1956,1245816820,1231154493,98.82307521
1277,FRIANT,SN,96.74021986,4338.25,15342,793376.5864,4099751.791,1942,642027381,633159742.1,98.61880674
1280,GARDNERS POINT,SN,96.74021986,0,2558,677234.0282,4394443.421,1907,98678.56,98678.56,100
1282,GRASS LAKE,SN,96.74021986,8.03,1/1/1893,695483.8287,4396736.784,1893,222026.76,140105.0957,63.10279703
1289,HERRING CREEK,SN,96.74021986,25.9,14246,769824.3258,4237844.557,1939,148017.84,57396.54756,38.77677688
1290,HIDDEN,SN,96.74021986,606.06,27395,776952.9975,4111419.008,1975,111013380,108733020.8,97.94586993
1292,HUME LAKE,SN,96.74021986,64.75,2923,866033.4055,4079598.67,1908,1739209.62,1156523.027,66.49704634
1294,ISABELLA,SN,96.74021986,5371.66,19360,909945.7544,3953824.175,1953,700617776,666554839.1,95.13815692
1296,JAMISON LAKE,SN,96.74021986,3.11,732,697899.0397,4397353.951,1902,370044.6,335683.674,90.71438254
1301,LAKE TAHOE,SN,96.74021986,1295,4750,746233.5722,4338933.299,1850,902908824,882175899.4,97.70376321
1304,LEIGHTON LAKE,SN,96.74021986,2.59,9133,783341.8868,4227193.548,1925,518062.44,494580.6962,95.46739119
1307,LONG LAKE,SN,96.74021986,10.36,11324,786198.4532,4229145.965,1931,641410.64,558062.2387,87.0054539
1312,MARIPOSA,SN,96.74021986,277.13,17533,752939.6304,4130842.484,1948,18502230,16757894.19,90.57229418
1314,MARTIS CREEK,SN,96.74021986,101.01,26299,748979.141,4356798.481,1972,25163032.8,24703704.26,98.17458993
1317,MIDDLE EMIGRANT,SN,96.74021986,0,18994,791987.5164,4230834.104,1952,160352.66,160352.66,100
1318,MILLER,SN,96.74021986,,22647,638509.869,4336657.869,?,24669.64,24669.64,100
1323,NEW MELONES,SN,96.74021986,2331,28856,717472.824,4202766.458,1926,2960356800,2947074203,99.5513177
1325,NORTH FORK,SN,96.74021986,888.37,14246,671327.12,4311398.354,1939,18132185.4,12756987.21,70.35548625
1329,OWENS,SN,96.74021986,67.34,17899,749463.594,4133329.888,1949,4440535.2,4004563.321,90.181997
1330,PACKER,SN,96.74021986,1.04,1/1/1885,701422.8991,4388374.365,1885,86343.74,73459.77531,85.07828745
1336,PINE FLAT,SN,96.74021986,4001.55,19725,827778.146,4082302.689,1954,1233482000,1211434683,98.21259516
1339,PROSSER CREEK,SN,96.74021986,129.5,22647,746348.8138,4362640.919,1962,36757763.6,36043928.31,98.05800129
1342,RALSTON LAKE,SN,96.74021986,0.78,21916,751987.8572,4303189.926,1960,185022.3,180511.0413,97.5617757
1349,ROUND LAKE,SN,96.74021986,3.89,20090,760128.0118,4293452.502,1955,370044.6,346427.4963,93.61776831
1356,SARDINE LAKE,SN,96.74021986,4.25,,834633.3372,4196713.58,?,474890.57,474890.57,100
1359,LOWER SALMON LAKE,SN,96.74021986,0,1/1/1885,702770.8105,4391556.855,1885,333040.14,333040.14,100
1362,SLY PARK,SN,96.74021986,121.73,20090,712153.2893,4287584.564,1955,50572762,49804406.18,98.4806924
1363,SNAG LAKE,SN,96.74021986,0.52,1/1/1885,703570.1661,4393799.493,1885,130749.092,124038.039,94.86722786
1364,SNOW LAKE,SN,96.74021986,2.59,12785,793474.6214,4230146.822,1935,296035.68,275378.8515,93.02218282
1369,STAMPEDE,SN,96.74021986,336.7,25569,749139.0089,4374212.193,1970,279383673,277826911.4,99.44278721
1371,SUCCESS,SN,96.74021986,1017.87,22282,867704.7844,3997934.689,1961,101515568.6,95891075.69,94.45947751
1372,SUGAR PINE,SN,96.74021986,0,29587,690599.5121,4333309.908,1981,8536928.922,8536928.922,100
1374,TERMINUS,SN,96.74021986,1452.99,22647,858400.7547,4037390.569,1962,176387926,168442080.9,95.49524433
1376,TWIN LAKES,SN,96.74021986,18.13,19360,852316.6043,4171503.729,1953,129515.61,66706.90323,51.50491375
1378,U SALMON LAKE,SN,96.74021986,2.59,1/1/1885,701760.0229,4391900.553,1885,479824.498,446632.2472,93.08241848
1379,UPPER BUCK LAKE,SN,96.74021986,15.02,11324,787659.0289,4229197.612,1931,444053.52,333634.2568,75.13379397
1382,UPPER SARDINE LAKE,SN,96.74021986,3.89,1/1/1885,703316.9779,4387128.212,1885,678415.1,628645.9924,92.66391512
1383,WALKER MINE TAILS,SN,96.74021986,6.73,,698179.2418,4425130.142,?,1480178.4,1480178.4,100
1385,WEAVER,SN,96.74021986,2.33,24473,701154.8469,4371151.147,1967,1714539.98,1702446.656,99.29466072
1390,Y MEADOWS,SN,96.74021986,2.59,12055,777632.2332,4231626.449,1933,222026.76,201191.2035,90.61574538
1391,LOG CABIN,SN,96.74021986,76.41,24838,667096.5995,4367195.837,1968,109779.898,43809.65531,39.90681
